Stkcd,Accper,Indcd
000037,2018/9/30,D44
000037,2018/12/31,D44
000038,2018/9/30,L72
000038,2018/12/31,L72
000039,2018/3/31,C33
000039,2018/6/30,C33
000039,2018/9/30,C33
000039,2018/12/31,C33
000040,2018/3/31,E48
000040,2018/6/30,E48
000040,2018/9/30,D44
000040,2018/12/31,D44
000042,2018/3/31,K70
000042,2018/6/30,K70
000042,2018/9/30,K70
000042,2018/12/31,K70
000043,2018/3/31,K70
000043,2018/6/30,K70
000043,2018/9/30,K70
000043,2018/12/31,K70
000045,2018/3/31,C39
000045,2018/6/30,C39
000045,2018/9/30,C39
000045,2018/12/31,C39
000046,2018/6/30,K70
000046,2018/9/30,K70
000046,2018/12/31,K70
000048,2018/3/31,C13
000048,2018/9/30,C13
000048,2018/12/31,C13
000049,2018/3/31,C38
000049,2018/6/30,C38
000049,2018/9/30,C38
000049,2018/12/31,C38
000050,2018/3/31,C39
000050,2018/6/30,C39
000050,2018/9/30,C39
000050,2018/12/31,C39
000055,2018/3/31,C33
000055,2018/6/30,C33
000055,2018/9/30,C33
000055,2018/12/31,C33
000056,2018/6/30,K70
000056,2018/9/30,K70
000056,2018/12/31,K70
000058,2018/3/31,L72
000058,2018/6/30,L72
000058,2018/9/30,L72
000058,2018/12/31,L72
000059,2018/3/31,C25
000059,2018/6/30,C25
000059,2018/9/30,C25
000059,2018/12/31,C25
000060,2018/3/31,C32
000060,2018/6/30,C32
000060,2018/9/30,C32
000060,2018/12/31,C32
000061,2018/3/31,L72
000061,2018/6/30,L72
000061,2018/9/30,L72
000061,2018/12/31,L72
000062,2018/3/31,F51
000062,2018/6/30,F51
000062,2018/9/30,F51
000062,2018/12/31,F51
000063,2018/3/31,C39
000063,2018/6/30,C39
000063,2018/9/30,C39
000063,2018/12/31,C39
000065,2018/3/31,E48
000065,2018/6/30,E48
000065,2018/9/30,E48
000065,2018/12/31,E48
000066,2018/3/31,C39
000066,2018/6/30,C39
000066,2018/9/30,C39
000066,2018/12/31,C39
000068,2018/3/31,C39
000068,2018/6/30,C39
000068,2018/9/30,C39
000068,2018/12/31,C39
000069,2018/3/31,K70
000069,2018/6/30,K70
000069,2018/9/30,K70
000069,2018/12/31,K70
000070,2018/3/31,C38
000070,2018/6/30,C38
000070,2018/9/30,C38
000070,2018/12/31,C38
000078,2018/3/31,F52
000078,2018/6/30,F52
000078,2018/9/30,F52
000078,2018/12/31,F52
000088,2018/3/31,G54
000088,2018/6/30,G54
000088,2018/9/30,G54
000088,2018/12/31,G54
000089,2018/3/31,G56
000089,2018/6/30,G56
000089,2018/9/30,G56
000089,2018/12/31,G56
000090,2018/3/31,E48
000090,2018/6/30,E48
000090,2018/9/30,E48
000090,2018/12/31,E48
000096,2018/3/31,F51
000096,2018/6/30,F51
000096,2018/9/30,F51
000096,2018/12/31,F51
000099,2018/3/31,G56
000099,2018/6/30,G56
000099,2018/9/30,G56
000099,2018/12/31,G56
000100,2018/3/31,C39
000100,2018/6/30,C39
000100,2018/9/30,C39
000100,2018/12/31,C39
000150,2018/3/31,Q83
000150,2018/6/30,Q83
000150,2018/9/30,Q83
000150,2018/12/31,Q83
000151,2018/3/31,F51
000151,2018/6/30,F51
000151,2018/9/30,F51
000151,2018/12/31,F51
000153,2018/3/31,C27
000153,2018/6/30,C27
000153,2018/9/30,C27
000153,2018/12/31,C27
000155,2018/3/31,C26
000155,2018/6/30,C26
000155,2018/9/30,C26
000155,2018/12/31,C26
000156,2018/6/30,R86
000156,2018/9/30,R86
000156,2018/12/31,R86
000157,2018/3/31,C35
000157,2018/6/30,C35
000157,2018/9/30,C35
000157,2018/12/31,C35
000158,2018/3/31,C17
000158,2018/6/30,C17
000158,2018/9/30,C17
000158,2018/12/31,C17
000159,2018/3/31,F51
000159,2018/6/30,F51
000159,2018/9/30,F51
000159,2018/12/31,F51
000166,2018/3/31,J67
000166,2018/6/30,J67
000166,2018/9/30,J67
000166,2018/12/31,J67
000301,2018/3/31,D44
000301,2018/6/30,D44
000301,2018/9/30,D44
000301,2018/12/31,C28
000333,2018/3/31,C38
000333,2018/6/30,C38
000333,2018/9/30,C38
000333,2018/12/31,C38
000338,2018/3/31,C36
000338,2018/6/30,C36
000338,2018/9/30,C36
000338,2018/12/31,C36
000400,2018/3/31,C38
000400,2018/6/30,C38
000400,2018/9/30,C38
000400,2018/12/31,C38
000401,2018/3/31,C30
000401,2018/6/30,C30
000401,2018/9/30,C30
000401,2018/12/31,C30
000402,2018/3/31,K70
000402,2018/6/30,K70
000402,2018/9/30,K70
000402,2018/12/31,K70
000403,2018/3/31,C27
000403,2018/6/30,C27
000403,2018/9/30,C27
000403,2018/12/31,C27
000404,2018/3/31,C34
000404,2018/6/30,C34
000404,2018/9/30,C34
000404,2018/12/31,C34
000407,2018/3/31,D45
000407,2018/6/30,D45
000407,2018/9/30,D45
000407,2018/12/31,D45
000408,2018/3/31,C26
000408,2018/6/30,C26
000408,2018/9/30,C26
000408,2018/12/31,C26
000409,2018/3/31,S90
000409,2018/6/30,S90
000409,2018/9/30,S90
000409,2018/12/31,S90
000410,2018/3/31,C34
000410,2018/6/30,C34
000410,2018/9/30,C34
000410,2018/12/31,C34
000411,2018/3/31,F51
000411,2018/6/30,F51
000411,2018/9/30,F51
000411,2018/12/31,F51
000413,2018/3/31,C39
000413,2018/6/30,C39
000413,2018/9/30,C39
000413,2018/12/31,C39
000415,2018/9/30,L71
000415,2018/12/31,L71
000416,2018/3/31,J69
000416,2018/6/30,J69
000416,2018/9/30,J69
000416,2018/12/31,J69
000417,2018/3/31,F52
000417,2018/6/30,F52
000417,2018/9/30,F52
000417,2018/12/31,F52
000418,2018/3/31,C38
000418,2018/6/30,C38
000418,2018/9/30,C38
000418,2018/12/31,C38
000419,2018/3/31,F52
000419,2018/6/30,F52
000419,2018/9/30,F52
000419,2018/12/31,F52
000420,2018/3/31,C28
000420,2018/6/30,C28
000420,2018/9/30,C28
000420,2018/12/31,C28
000421,2018/3/31,D45
000421,2018/6/30,D45
000421,2018/9/30,D45
000421,2018/12/31,D45
000422,2018/3/31,C26
000422,2018/6/30,C26
000422,2018/9/30,C26
000422,2018/12/31,C26
000423,2018/3/31,C27
000423,2018/6/30,C27
000423,2018/9/30,C27
000423,2018/12/31,C27
000425,2018/3/31,C35
000425,2018/6/30,C35
000425,2018/9/30,C35
000425,2018/12/31,C35
000426,2018/3/31,B09
000426,2018/6/30,B09
000426,2018/9/30,B09
000426,2018/12/31,B09
000428,2018/3/31,H61
000428,2018/6/30,H61
000428,2018/9/30,H61
000428,2018/12/31,H61
000429,2018/3/31,G54
000429,2018/6/30,G54
000429,2018/9/30,G54
000429,2018/12/31,G54
000430,2018/3/31,N78
000430,2018/6/30,N78
000430,2018/9/30,N78
000430,2018/12/31,N78
000488,2018/3/31,C22
000488,2018/6/30,C22
000488,2018/9/30,C22
000488,2018/12/31,C22
000498,2018/3/31,E48
000498,2018/6/30,E48
000498,2018/9/30,E48
000498,2018/12/31,E48
000501,2018/3/31,F52
000501,2018/6/30,F52
000501,2018/9/30,F52
000501,2018/12/31,F52
000502,2018/3/31,K70
000502,2018/6/30,K70
000502,2018/9/30,K70
000502,2018/12/31,K70
000503,2018/3/31,I64
000503,2018/6/30,I64
000503,2018/9/30,I64
000503,2018/12/31,I64
000504,2018/3/31,M75
000504,2018/6/30,M75
000504,2018/9/30,M75
000504,2018/12/31,M75
000505,2018/3/31,C13
000505,2018/6/30,C13
000505,2018/9/30,C13
000505,2018/12/31,C13
000506,2018/6/30,B09
000506,2018/9/30,B09
000506,2018/12/31,B09
000507,2018/3/31,G55
000507,2018/6/30,G55
000507,2018/9/30,G55
000507,2018/12/31,G55
000509,2018/3/31,C29
000509,2018/9/30,C29
000509,2018/12/31,C29
000510,2018/3/31,C26
000510,2018/6/30,C26
000510,2018/9/30,C26
000510,2018/12/31,C26
000513,2018/3/31,C27
000513,2018/6/30,C27
000513,2018/9/30,C27
000513,2018/12/31,C27
000514,2018/3/31,K70
000514,2018/6/30,K70
000514,2018/9/30,K70
000514,2018/12/31,K70
000516,2018/6/30,F52
000516,2018/9/30,Q83
000516,2018/12/31,Q83
000517,2018/3/31,K70
000517,2018/6/30,K70
000517,2018/9/30,K70
000517,2018/12/31,K70
000518,2018/3/31,C27
000518,2018/6/30,C27
000518,2018/9/30,C27
000518,2018/12/31,C27
000519,2018/3/31,C35
000519,2018/6/30,C35
000519,2018/9/30,C35
000519,2018/12/31,C35
000520,2018/3/31,G55
000520,2018/6/30,G55
000520,2018/9/30,G55
000520,2018/12/31,G55
000521,2018/3/31,C38
000521,2018/6/30,C38
000521,2018/9/30,C38
000521,2018/12/31,C38
000523,2018/3/31,C26
000523,2018/9/30,C26
000523,2018/12/31,C26
000524,2018/3/31,H61
000524,2018/6/30,H61
000524,2018/9/30,H61
000524,2018/12/31,H61
000525,2018/3/31,C26
000525,2018/6/30,C26
000525,2018/9/30,C26
000525,2018/12/31,C26
000526,2018/3/31,P82
000526,2018/12/31,P82
000528,2018/3/31,C35
000528,2018/6/30,C35
000528,2018/9/30,C35
000528,2018/12/31,C35
000529,2018/3/31,C13
000529,2018/6/30,C13
000529,2018/9/30,C13
000529,2018/12/31,C13
000530,2018/3/31,C34
000530,2018/6/30,C34
000530,2018/9/30,C34
000530,2018/12/31,C34
000531,2018/3/31,D44
000531,2018/6/30,D44
000531,2018/9/30,D44
000531,2018/12/31,D44
000532,2018/3/31,S90
000532,2018/6/30,S90
000532,2018/9/30,S90
000532,2018/12/31,S90
000533,2018/6/30,C38
000533,2018/9/30,C38
000533,2018/12/31,C38
000534,2018/6/30,K70
000534,2018/9/30,K70
000534,2018/12/31,K70
000536,2018/3/31,C39
000536,2018/6/30,C39
000536,2018/9/30,C39
000536,2018/12/31,C39
000537,2018/3/31,K70
000537,2018/6/30,K70
000537,2018/9/30,K70
000537,2018/12/31,K70
000538,2018/3/31,C27
000538,2018/6/30,C27
000538,2018/9/30,C27
000538,2018/12/31,C27
000539,2018/3/31,D44
000539,2018/6/30,D44
000539,2018/9/30,D44
000539,2018/12/31,D44
000541,2018/3/31,C38
000541,2018/6/30,C38
000541,2018/9/30,C38
000541,2018/12/31,C38
000543,2018/3/31,D44
000543,2018/6/30,D44
000543,2018/9/30,D44
000543,2018/12/31,D44
000544,2018/3/31,D46
000544,2018/6/30,D46
000544,2018/9/30,D46
000544,2018/12/31,D46
000545,2018/3/31,C26
000545,2018/6/30,C26
000545,2018/12/31,C26
000546,2018/3/31,C30
000546,2018/6/30,C30
000546,2018/9/30,C30
000546,2018/12/31,N77
000547,2018/3/31,C39
000547,2018/6/30,C39
000547,2018/9/30,C39
000547,2018/12/31,C39
000548,2018/3/31,G54
000548,2018/6/30,G54
000548,2018/9/30,G54
000548,2018/12/31,G54
000550,2018/3/31,C36
000550,2018/6/30,C36
000550,2018/9/30,C36
000550,2018/12/31,C36
000551,2018/3/31,S90
000551,2018/6/30,S90
000551,2018/9/30,S90
000551,2018/12/31,S90
000552,2018/3/31,B06
000552,2018/6/30,B06
000552,2018/9/30,B06
000552,2018/12/31,B06
000553,2018/3/31,C26
000553,2018/6/30,C26
000553,2018/9/30,C26
000553,2018/12/31,C26
000554,2018/3/31,F51
000554,2018/6/30,F51
000554,2018/9/30,F51
000554,2018/12/31,F51
000555,2018/3/31,I65
000555,2018/6/30,I65
000555,2018/9/30,I65
000555,2018/12/31,I65
000557,2018/3/31,G53
000557,2018/6/30,G53
000557,2018/9/30,G53
000557,2018/12/31,G53
000558,2018/3/31,K70
000558,2018/6/30,K70
000558,2018/9/30,K70
000558,2018/12/31,K70
000559,2018/3/31,C36
000559,2018/6/30,C36
000559,2018/9/30,C36
000559,2018/12/31,C36
000560,2018/3/31,F52
000560,2018/6/30,K70
000560,2018/9/30,K70
000560,2018/12/31,K70
000561,2018/3/31,C39
000561,2018/6/30,C39
000561,2018/9/30,C39
000561,2018/12/31,C39
000563,2018/3/31,J69
000563,2018/6/30,J69
000563,2018/9/30,J69
000563,2018/12/31,J69
000564,2018/9/30,F52
000564,2018/12/31,F52
000565,2018/3/31,C26
000565,2018/6/30,C26
000565,2018/9/30,C26
000565,2018/12/31,C26
000566,2018/9/30,C27
000566,2018/12/31,C27
000567,2018/3/31,J69
000567,2018/6/30,J69
000567,2018/9/30,J69
000567,2018/12/31,J69
000568,2018/3/31,C15
000568,2018/6/30,C15
000568,2018/9/30,C15
000568,2018/12/31,C15
000570,2018/3/31,C34
000570,2018/6/30,C34
000570,2018/9/30,C34
000570,2018/12/31,C34
000571,2018/3/31,S90
000571,2018/6/30,S90
000571,2018/9/30,S90
000571,2018/12/31,S90
000572,2018/3/31,C36
000572,2018/6/30,C36
000572,2018/9/30,C36
000572,2018/12/31,C36
000573,2018/3/31,K70
000573,2018/6/30,K70
000573,2018/9/30,K70
000573,2018/12/31,K70
000576,2018/3/31,C22
000576,2018/6/30,C22
000576,2018/9/30,C22
000576,2018/12/31,C22
000581,2018/3/31,C36
000581,2018/6/30,C36
000581,2018/9/30,C36
000581,2018/12/31,C36
000582,2018/3/31,G55
000582,2018/6/30,G55
000582,2018/9/30,G55
000582,2018/12/31,G55
000584,2018/3/31,C28
000584,2018/9/30,C28
000584,2018/12/31,C28
000585,2018/3/31,C38
000585,2018/6/30,C38
000585,2018/9/30,C38
000585,2018/12/31,C38
000586,2018/3/31,C39
000586,2018/6/30,C39
000586,2018/9/30,C39
000586,2018/12/31,C39
000587,2018/3/31,C41
000587,2018/6/30,C41
000587,2018/9/30,C41
000587,2018/12/31,C41
000589,2018/3/31,C29
000589,2018/6/30,C29
000589,2018/9/30,C29
000589,2018/12/31,C29
000590,2018/3/31,C27
000590,2018/6/30,C27
000590,2018/9/30,C27
000590,2018/12/31,C27
000591,2018/3/31,D44
000591,2018/6/30,D44
000591,2018/9/30,D44
000591,2018/12/31,D44
000592,2018/3/31,A02
000592,2018/6/30,A02
000592,2018/9/30,A02
000592,2018/12/31,A02
000593,2018/3/31,D45
000593,2018/6/30,D45
000593,2018/9/30,D45
000593,2018/12/31,D45
000595,2018/3/31,C34
000595,2018/6/30,C34
000595,2018/9/30,C34
000595,2018/12/31,C34
000596,2018/3/31,C15
000596,2018/6/30,C15
000596,2018/9/30,C15
000596,2018/12/31,C15
000597,2018/3/31,C27
000597,2018/6/30,C27
000597,2018/9/30,C27
000597,2018/12/31,C27
000598,2018/3/31,D46
000598,2018/6/30,D46
000598,2018/9/30,D46
000598,2018/12/31,D46
000599,2018/3/31,C29
000599,2018/6/30,C29
000599,2018/9/30,C29
000599,2018/12/31,C29
000600,2018/3/31,D44
000600,2018/6/30,D44
000600,2018/9/30,D44
000600,2018/12/31,D44
000601,2018/3/31,D44
000601,2018/6/30,D44
000601,2018/9/30,D44
000601,2018/12/31,D44
000603,2018/3/31,B09
000603,2018/6/30,B09
000603,2018/9/30,B09
000603,2018/12/31,B09
000605,2018/3/31,D46
000605,2018/6/30,D46
000605,2018/9/30,D46
000605,2018/12/31,D46
000606,2018/6/30,I64
000606,2018/9/30,I64
000606,2018/12/31,I64
000607,2018/3/31,R85
000607,2018/6/30,R85
000607,2018/9/30,R85
000607,2018/12/31,R85
000608,2018/3/31,K70
000608,2018/6/30,K70
000608,2018/9/30,K70
000608,2018/12/31,K70
000609,2018/3/31,S90
000609,2018/6/30,S90
000609,2018/9/30,S90
000609,2018/12/31,S90
000610,2018/3/31,N78
000610,2018/6/30,N78
000610,2018/9/30,N78
000610,2018/12/31,N78
000611,2018/3/31,C17
000611,2018/9/30,C17
000611,2018/12/31,C17
000612,2018/3/31,C32
000612,2018/6/30,C32
000612,2018/9/30,C32
000612,2018/12/31,C32
000613,2018/3/31,H61
000613,2018/6/30,H61
000613,2018/9/30,H61
000613,2018/12/31,H61
000615,2018/3/31,K70
000615,2018/6/30,K70
000615,2018/9/30,K70
000615,2018/12/31,K70
000616,2018/9/30,K70
000616,2018/12/31,K70
000617,2018/3/31,J67
000617,2018/6/30,J67
000617,2018/9/30,J67
000617,2018/12/31,J67
000619,2018/3/31,C29
000619,2018/6/30,C29
000619,2018/9/30,C29
000619,2018/12/31,C29
000620,2018/3/31,K70
000620,2018/6/30,K70
000620,2018/9/30,K70
000620,2018/12/31,K70
000622,2018/3/31,C35
000622,2018/6/30,C35
000622,2018/9/30,C35
000622,2018/12/31,C35
000623,2018/3/31,C27
000623,2018/6/30,C27
000623,2018/9/30,C27
000623,2018/12/31,C27
000625,2018/3/31,C36
000625,2018/6/30,C36
000625,2018/9/30,C36
000625,2018/12/31,C36
000626,2018/3/31,F51
000626,2018/6/30,F51
000626,2018/9/30,F51
000626,2018/12/31,F51
000627,2018/3/31,J68
000627,2018/6/30,J68
000627,2018/9/30,J68
000627,2018/12/31,J68
000628,2018/3/31,E47
000628,2018/6/30,E47
000628,2018/9/30,E47
000628,2018/12/31,E47
000629,2018/9/30,C32
000629,2018/12/31,C32
000630,2018/3/31,C32
000630,2018/6/30,C32
000630,2018/9/30,C32
000630,2018/12/31,C32
000631,2018/3/31,K70
000631,2018/6/30,K70
000631,2018/9/30,K70
000631,2018/12/31,K70
000632,2018/3/31,F51
000632,2018/6/30,F51
000632,2018/9/30,F51
000632,2018/12/31,F51
000633,2018/3/31,C38
000633,2018/6/30,C38
000633,2018/9/30,C38
000633,2018/12/31,C38
000635,2018/3/31,C26
000635,2018/6/30,C26
000635,2018/9/30,C26
000635,2018/12/31,C26
000636,2018/3/31,C39
000636,2018/6/30,C39
000636,2018/9/30,C39
000636,2018/12/31,C39
000637,2018/3/31,C25
000637,2018/6/30,C25
000637,2018/9/30,C25
000637,2018/12/31,C25
000638,2018/3/31,F51
000638,2018/6/30,F51
000638,2018/9/30,I65
000638,2018/12/31,I65
000639,2018/3/31,C13
000639,2018/6/30,C13
000639,2018/9/30,C13
000639,2018/12/31,C13
000650,2018/3/31,C27
000650,2018/6/30,C27
000650,2018/9/30,C27
000650,2018/12/31,C27
000651,2018/3/31,C38
000651,2018/6/30,C38
000651,2018/9/30,C38
000651,2018/12/31,C38
000652,2018/3/31,F51
000652,2018/6/30,F51
000652,2018/9/30,F51
000652,2018/12/31,F51
000655,2018/3/31,B08
000655,2018/6/30,B08
000655,2018/9/30,B08
000655,2018/12/31,B08
000656,2018/3/31,K70
000656,2018/6/30,K70
000656,2018/9/30,K70
000656,2018/12/31,K70
000657,2018/3/31,C32
000657,2018/6/30,C32
000657,2018/9/30,C32
000657,2018/12/31,C32
000659,2018/3/31,C29
000659,2018/6/30,C29
000659,2018/9/30,C29
000659,2018/12/31,C29
000661,2018/3/31,C27
000661,2018/6/30,C27
000661,2018/9/30,C27
000661,2018/12/31,C27
000662,2018/3/31,I65
000662,2018/6/30,I65
000662,2018/9/30,I65
000662,2018/12/31,I65
000663,2018/3/31,C21
000663,2018/6/30,C21
000663,2018/9/30,C21
000663,2018/12/31,C21
000665,2018/3/31,R86
000665,2018/6/30,R86
000665,2018/9/30,R86
000665,2018/12/31,R86
000666,2018/3/31,C35
000666,2018/12/31,C35
000667,2018/3/31,K70
000667,2018/6/30,K70
000667,2018/9/30,K70
000667,2018/12/31,K70
000668,2018/3/31,K70
000668,2018/6/30,K70
000668,2018/9/30,K70
000668,2018/12/31,K70
000669,2018/3/31,D45
000669,2018/9/30,D45
000669,2018/12/31,D45
000670,2018/3/31,C39
000670,2018/6/30,C39
000670,2018/9/30,C39
000670,2018/12/31,C39
000671,2018/3/31,K70
000671,2018/6/30,K70
000671,2018/9/30,K70
000671,2018/12/31,K70
000672,2018/3/31,C30
000672,2018/6/30,C30
000672,2018/9/30,C30
000672,2018/12/31,C30
000673,2018/3/31,R87
000673,2018/9/30,R87
000673,2018/12/31,R87
000676,2018/3/31,I64
000676,2018/6/30,I64
000676,2018/9/30,I64
000676,2018/12/31,I64
000677,2018/3/31,C28
000677,2018/6/30,C28
000677,2018/9/30,C28
000677,2018/12/31,C28
000678,2018/3/31,C34
000678,2018/6/30,C34
000678,2018/9/30,C34
000678,2018/12/31,C34
000679,2018/3/31,F52
000679,2018/6/30,F52
000679,2018/9/30,F52
000679,2018/12/31,F52
000680,2018/3/31,C35
000680,2018/6/30,C35
000680,2018/9/30,C35
000680,2018/12/31,C35
000681,2018/3/31,R87
000681,2018/6/30,R87
000681,2018/9/30,R87
000681,2018/12/31,R87
000682,2018/3/31,C38
000682,2018/6/30,C38
000682,2018/9/30,C38
000682,2018/12/31,C38
000683,2018/3/31,C26
000683,2018/6/30,C26
000683,2018/9/30,C26
000683,2018/12/31,C26
000685,2018/3/31,D46
000685,2018/6/30,D46
000685,2018/9/30,D46
000685,2018/12/31,D46
000686,2018/3/31,J67
000686,2018/6/30,J67
000686,2018/9/30,J67
000686,2018/12/31,J67
000687,2018/3/31,C39
000687,2018/6/30,C39
000687,2018/9/30,C39
000687,2018/12/31,C39
000688,2018/3/31,B09
000688,2018/6/30,B09
000688,2018/9/30,B09
000688,2018/12/31,B09
000690,2018/3/31,D44
000690,2018/6/30,D44
000690,2018/9/30,D44
000690,2018/12/31,D44
000691,2018/3/31,K70
000691,2018/6/30,K70
000691,2018/9/30,K70
000691,2018/12/31,K70
000692,2018/3/31,D44
000692,2018/6/30,D44
000692,2018/9/30,D44
000692,2018/12/31,D44
000693,2018/3/31,B09
000695,2018/3/31,D44
000695,2018/6/30,D44
000695,2018/9/30,D44
000695,2018/12/31,D44
000697,2018/3/31,C37
000697,2018/6/30,C37
000697,2018/9/30,C37
000697,2018/12/31,C37
000698,2018/3/31,C25
000698,2018/6/30,C25
000698,2018/9/30,C25
000698,2018/12/31,C25
000700,2018/3/31,C36
000700,2018/6/30,C36
000700,2018/9/30,C36
000700,2018/12/31,C36
000701,2018/3/31,F51
000701,2018/6/30,F51
000701,2018/9/30,F51
000701,2018/12/31,F51
000702,2018/3/31,C13
000702,2018/6/30,C13
000702,2018/9/30,C13
000702,2018/12/31,C13
000703,2018/6/30,C28
000703,2018/9/30,C28
000703,2018/12/31,C28
000705,2018/3/31,F51
000705,2018/6/30,F51
000705,2018/9/30,F51
000705,2018/12/31,F51
000707,2018/3/31,C26
000707,2018/6/30,C26
000707,2018/9/30,C26
000707,2018/12/31,C26
000708,2018/3/31,C31
000708,2018/6/30,C31
000708,2018/9/30,C31
000708,2018/12/31,C31
000709,2018/3/31,C31
000709,2018/6/30,C31
000709,2018/9/30,C31
000709,2018/12/31,C31
000710,2018/3/31,M74
000710,2018/6/30,M74
000710,2018/9/30,M74
000710,2018/12/31,M74
000711,2018/3/31,E48
000711,2018/12/31,E48
000712,2018/3/31,J67
000712,2018/6/30,J67
000712,2018/9/30,J67
000712,2018/12/31,J67
000713,2018/3/31,A05
000713,2018/6/30,A05
000713,2018/9/30,A05
000713,2018/12/31,A05
000715,2018/3/31,F52
000715,2018/6/30,F52
000715,2018/9/30,F52
000715,2018/12/31,F52
000716,2018/3/31,C14
000716,2018/6/30,C14
000716,2018/9/30,C14
000716,2018/12/31,C14
000717,2018/3/31,C31
000717,2018/6/30,C31
000717,2018/9/30,C31
000717,2018/12/31,C31
000718,2018/3/31,K70
000718,2018/6/30,K70
000718,2018/9/30,K70
000718,2018/12/31,K70
000719,2018/3/31,R85
000719,2018/6/30,R85
000719,2018/9/30,R85
000719,2018/12/31,R85
000720,2018/3/31,D44
000720,2018/6/30,D44
000720,2018/9/30,D44
000720,2018/12/31,D44
000721,2018/3/31,H62
000721,2018/6/30,H62
000721,2018/9/30,H62
000721,2018/12/31,H62
000722,2018/3/31,D44
000722,2018/6/30,D44
000722,2018/9/30,D44
000722,2018/12/31,D44
000723,2018/3/31,C25
000723,2018/9/30,C25
000723,2018/12/31,C25
000725,2018/3/31,C39
000725,2018/6/30,C39
000725,2018/9/30,C39
000725,2018/12/31,C39
000726,2018/3/31,C17
000726,2018/6/30,C17
000726,2018/9/30,C17
000726,2018/12/31,C17
000727,2018/3/31,C39
000727,2018/6/30,C39
000727,2018/9/30,C39
000727,2018/12/31,C39
000728,2018/3/31,J67
000728,2018/6/30,J67
000728,2018/9/30,J67
000728,2018/12/31,J67
000729,2018/3/31,C15
000729,2018/6/30,C15
000729,2018/9/30,C15
000729,2018/12/31,C15
000731,2018/3/31,C26
000731,2018/6/30,C26
000731,2018/9/30,C26
000731,2018/12/31,C26
000732,2018/3/31,K70
000732,2018/6/30,K70
000732,2018/9/30,K70
000732,2018/12/31,K70
000733,2018/3/31,C39
000733,2018/6/30,C39
000733,2018/9/30,C39
000733,2018/12/31,C39
000735,2018/3/31,A03
000735,2018/6/30,A03
000735,2018/9/30,A03
000735,2018/12/31,A03
000736,2018/3/31,K70
000736,2018/6/30,K70
000736,2018/9/30,K70
000736,2018/12/31,K70
000737,2018/3/31,C26
000737,2018/6/30,C26
000737,2018/9/30,C26
000737,2018/12/31,C26
000738,2018/3/31,C37
